Date,Open,High,Low,Close,Adj Close,Volume
2019-07-09,295.540009,297.519989,295.480011,297.190002,292.655701,41101300
2019-07-10,298.369995,299.660004,297.779999,298.609985,294.054016,58448500
2019-07-11,299.320007,299.579987,298.200012,299.309998,294.743317,50826100
2019-07-12,299.850006,300.730011,299.510010,300.649994,296.062897,40326000
2019-07-15,301.130005,301.130005,300.190002,300.750000,296.161377,33900000
2019-07-16,300.649994,300.880005,299.440002,299.779999,295.206177,36650100
2019-07-17,299.750000,299.929993,297.739990,297.739990,293.197296,36036300
2019-07-18,297.190002,299.250000,296.700012,298.829987,294.270660,51392600
2019-07-19,300.040009,300.070007,296.980011,297.170013,292.636017,58678600
2019-07-22,297.609985,298.500000,297.040009,297.899994,293.354858,43638100
2019-07-23,299.140015,300.029999,298.220001,300.029999,295.452362,44564500
2019-07-24,299.190002,301.440002,299.089996,301.440002,296.840851,47213200
2019-07-25,300.940002,301.000000,299.109985,300.000000,295.422791,55394100
2019-07-26,300.760010,302.230011,300.619995,302.010010,297.402130,45084100
2019-07-29,301.880005,302.010010,300.850006,301.459991,296.860504,38126500
2019-07-30,299.910004,301.170013,299.489990,300.720001,296.131805,45849000
2019-07-31,300.989990,301.200012,295.200012,297.429993,292.892029,104245200
2019-08-01,297.600006,300.869995,293.959991,294.839996,290.341553,142646600
2019-08-02,293.850006,294.119995,290.899994,292.619995,288.155396,116749700
2019-08-05,288.089996,288.209991,281.720001,283.820007,279.489685,178745400
2019-08-06,285.910004,288.040009,284.279999,287.799988,283.408936,120711700
2019-08-07,284.399994,288.820007,282.040009,287.970001,283.576385,140572300
2019-08-08,289.619995,293.619995,289.010010,293.619995,289.140137,87713900
2019-08-09,292.579987,293.239990,289.649994,291.619995,287.170654,93730000
2019-08-12,289.959991,291.609985,287.019989,288.070007,283.674866,62629500
2019-08-13,287.739990,294.149994,287.359985,292.549988,288.086487,94299800
2019-08-14,288.070007,288.739990,283.760010,283.899994,279.568451,135622100
2019-08-15,284.880005,285.640015,282.390015,284.649994,280.307007,99556600
2019-08-16,286.480011,289.329987,284.709991,288.850006,284.442932,83018300
2019-08-19,292.190002,293.079987,291.440002,292.329987,287.869843,53571800
2019-08-20,291.769989,292.359985,289.950012,290.089996,285.664001,51596400
2019-08-21,292.480011,292.859985,291.720001,292.450012,287.988037,49524700
2019-08-22,293.230011,293.929993,290.399994,292.359985,287.899353,51666400
2019-08-23,290.920013,292.760010,283.470001,284.850006,280.503998,149161500
2019-08-26,287.269989,288.000000,285.579987,288.000000,283.605896,72423800
2019-08-27,289.540009,289.950012,286.029999,286.869995,282.493134,66668900
2019-08-28,286.140015,289.070007,285.250000,288.890015,284.482361,59696700
2019-08-29,291.720001,293.160004,290.609985,292.579987,288.115997,57899400
2019-08-30,294.220001,294.239990,291.420013,292.450012,287.988037,62901200
2019-09-03,290.570007,291.579987,289.269989,290.739990,286.304077,69101400
2019-09-04,293.140015,294.059998,292.309998,294.040009,289.553772,46887300
2019-09-05,296.790009,298.829987,294.000000,297.820007,293.276093,83258100
2019-09-06,298.170013,298.760010,297.420013,298.049988,293.502533,49584300
2019-09-09,299.140015,299.239990,297.160004,298.200012,293.650299,51260300
2019-09-10,297.359985,298.200012,295.970001,298.130005,293.581360,57947100
2019-09-11,298.470001,300.339996,297.750000,300.250000,295.669006,68821100
2019-09-12,301.250000,302.459991,300.410004,301.290009,296.693115,72908700
2019-09-13,301.779999,302.170013,300.679993,301.089996,296.496185,62104800
2019-09-16,299.839996,301.140015,299.450012,300.160004,295.580383,58191200
2019-09-17,299.940002,301.019989,299.750000,300.920013,296.328766,41475500
2019-09-18,300.489990,301.220001,298.239990,301.100006,296.506042,73375800
2019-09-19,301.529999,302.630005,300.709991,301.079987,296.486328,76560500
2019-09-20,300.359985,300.670013,297.410004,298.279999,295.085480,89565000
2019-09-23,297.549988,299.000000,297.269989,298.209991,295.016235,43476800
2019-09-24,299.410004,299.839996,294.809998,295.869995,292.701294,94869400
2019-09-25,295.959991,298.109985,294.329987,297.619995,294.432556,71854000
2019-09-26,297.630005,297.859985,295.450012,297.000000,293.819183,56179700
2019-09-27,297.829987,297.950012,293.690002,295.399994,292.236328,84746600
2019-09-30,295.970001,297.549988,295.920013,296.769989,293.591644,51662400
2019-10-01,297.739990,298.459991,293.000000,293.239990,290.099457,88242400
2019-10-02,291.500000,291.510010,286.640015,288.059998,284.974945,122539500
2019-10-03,287.809998,290.450012,284.820007,290.420013,287.309692,85278800
2019-10-04,291.140015,294.630005,291.079987,294.350006,291.197601,65091200
2019-10-07,293.470001,295.260010,292.769989,293.079987,289.941162,59610500
2019-10-08,291.040009,291.850006,288.489990,288.529999,285.439911,95708100
2019-10-09,290.750000,292.299988,290.059998,291.269989,288.150574,62359400
2019-10-10,291.179993,294.209991,291.000000,293.239990,290.099457,55296300
2019-10-11,296.269989,298.739990,296.140015,296.279999,293.106903,98720400
2019-10-14,295.929993,296.670013,295.570007,295.950012,292.780457,40394800
2019-10-15,297.100006,299.700012,296.970001,298.880005,295.679077,46754500
2019-10-16,298.369995,299.160004,297.920013,298.399994,295.204193,48928200
2019-10-17,299.679993,300.239990,298.519989,299.279999,296.074768,45736600
2019-10-18,298.690002,299.399994,297.029999,297.970001,294.778809,64304000
2019-10-21,299.420013,300.209991,298.940002,299.989990,296.777161,39048600
2019-10-22,300.579987,300.899994,298.910004,299.010010,295.807678,48594700
2019-10-23,298.730011,299.940002,298.500000,299.880005,296.668335,34352200
2019-10-24,300.910004,301.070007,299.459991,300.369995,297.153107,35453100
2019-10-25,299.739990,302.200012,299.679993,301.600006,298.369934,45205400
2019-10-28,302.940002,303.850006,302.910004,303.299988,300.051697,42147000
2019-10-29,303.000000,304.230011,302.859985,303.209991,299.962708,44284900
2019-10-30,303.429993,304.549988,301.989990,304.140015,300.882721,49643900
2019-10-31,304.130005,304.130005,301.730011,303.329987,300.081421,69053800
2019-11-01,304.920013,306.190002,304.739990,306.140015,302.861328,71141500
2019-11-04,307.850006,308.000000,306.959991,307.369995,304.078156,60606900
2019-11-05,307.589996,307.920013,306.709991,307.029999,303.741791,42933200
2019-11-06,307.029999,307.399994,306.059998,307.100006,303.811035,46487100
2019-11-07,308.570007,309.649994,307.660004,308.179993,304.879456,54272300
2019-11-08,307.799988,309.000000,307.029999,308.940002,305.631317,49032100
2019-11-11,307.420013,308.540009,307.269989,308.350006,305.047638,35797300
2019-11-12,308.750000,309.989990,308.149994,309.000000,305.690674,46484600
2019-11-13,307.910004,309.540009,307.660004,309.100006,305.789612,53917700
2019-11-14,308.790009,309.640015,308.089996,309.549988,306.234772,51219900
2019-11-15,311.019989,311.839996,310.260010,311.790009,308.450806,62023600
2019-11-18,311.529999,312.279999,311.029999,312.019989,308.678314,49228000
2019-11-19,312.679993,312.690002,311.220001,311.929993,308.589294,67804700
2019-11-20,311.279999,311.850006,309.059998,310.769989,307.441711,79406200
2019-11-21,310.890015,311.010010,309.390015,310.269989,306.947052,54432400
2019-11-22,311.089996,311.239990,309.850006,310.959991,307.629669,44850200
2019-11-25,311.980011,313.369995,311.980011,313.369995,310.013855,48647200
2019-11-26,313.410004,314.279999,313.059998,314.079987,310.716248,37569000
2019-11-27,314.609985,315.480011,314.369995,315.480011,312.101288,44444600
2019-11-29,314.859985,315.130005,314.059998,314.309998,310.943817,36592700
2019-12-02,314.589996,314.660004,311.170013,311.640015,308.302429,75767800
2019-12-03,308.649994,309.640015,307.130005,309.549988,306.234772,73941700
2019-12-04,310.700012,312.119995,310.320007,311.459991,308.124329,49080000
2019-12-05,312.230011,312.250000,310.579987,312.019989,308.678314,40709000
2019-12-06,314.119995,315.309998,314.109985,314.869995,311.497803,48927000
2019-12-09,314.440002,315.179993,313.799988,313.880005,310.518433,34838500
2019-12-10,313.820007,314.549988,312.809998,313.529999,310.172180,52649800
2019-12-11,314.029999,314.700012,313.440002,314.420013,311.052643,53429100
2019-12-12,314.429993,317.989990,314.170013,317.130005,313.733612,96389600
2019-12-13,316.869995,318.670013,316.019989,317.320007,313.921600,81503900
2019-12-16,319.220001,320.149994,317.250000,319.500000,316.078217,82749700
2019-12-17,319.920013,320.250000,319.480011,319.570007,316.147491,61097700
2019-12-18,320.000000,320.250000,319.529999,319.589996,316.167267,48133000
2019-12-19,319.799988,320.980011,319.519989,320.899994,317.463226,85310500
2019-12-20,320.459991,321.970001,319.390015,320.730011,318.855042,147142100
2019-12-23,321.589996,321.649994,321.059998,321.220001,319.342194,52990000
2019-12-24,321.470001,321.519989,320.899994,321.230011,319.352142,20270000
2019-12-26,321.649994,322.950012,321.640015,322.940002,321.052124,30911200
2019-12-27,323.739990,323.799988,322.279999,322.859985,320.972565,42528800
2019-12-30,322.950012,323.100006,320.549988,321.079987,319.202972,49729100
2019-12-31,320.529999,322.130005,320.149994,321.859985,319.978424,57077300
2020-01-02,323.540009,324.890015,322.529999,324.869995,322.970825,59151200
2020-01-03,321.160004,323.640015,321.100006,322.410004,320.525238,77709700
2020-01-06,320.489990,323.730011,320.359985,323.640015,321.748047,55653900
2020-01-07,323.019989,323.540009,322.239990,322.730011,320.843353,40496400
2020-01-08,322.940002,325.779999,322.670013,324.450012,322.553314,68296000
2020-01-09,326.160004,326.730011,325.519989,326.649994,324.740417,48473300
2020-01-10,327.290009,327.459991,325.200012,325.709991,323.805908,53029300
2020-01-13,326.390015,327.959991,325.920013,327.950012,326.032837,47086800
2020-01-14,327.470001,328.619995,326.839996,327.450012,325.535767,62832800
2020-01-15,327.350006,329.019989,327.260010,328.190002,326.271423,72056600
2020-01-16,329.700012,330.920013,329.450012,330.920013,328.985474,54050300
2020-01-17,331.700012,332.179993,330.850006,331.950012,330.009460,95846000
2020-01-21,330.899994,332.179993,330.820007,331.299988,329.363251,77742400
2020-01-22,332.239990,332.950012,331.170013,331.339996,329.403015,48914900
2020-01-23,330.630005,332.170013,329.410004,331.720001,329.780792,51963000
2020-01-24,332.440002,332.529999,327.359985,328.769989,326.848022,87578400
2020-01-27,323.029999,325.119995,322.660004,323.500000,321.608856,84062500
2020-01-28,325.059998,327.850006,323.600006,326.890015,324.979034,63834000
2020-01-29,328.380005,328.630005,326.399994,326.619995,324.710602,53888900
2020-01-30,324.359985,327.910004,323.540009,327.679993,325.764404,75491800
2020-01-31,327.000000,327.170013,320.730011,321.730011,319.849213,113845600
2020-02-03,323.350006,326.160004,323.220001,324.119995,322.225220,69242300
2020-02-04,328.070007,330.010010,327.720001,329.059998,327.136353,62573200
2020-02-05,332.269989,333.089996,330.670013,332.859985,330.914124,65951100
2020-02-06,333.910004,334.190002,332.799988,333.980011,332.027588,50359700
2020-02-07,332.820007,333.989990,331.600006,332.200012,330.257996,64139400
2020-02-10,331.230011,334.750000,331.190002,334.679993,332.723480,42070000
2020-02-11,336.160004,337.019989,334.679993,335.260010,333.300110,54864500
2020-02-12,336.829987,337.649994,336.429993,337.420013,335.447479,43992700
2020-02-13,335.859985,338.119995,335.559998,337.059998,335.089569,54501900
2020-02-14,337.510010,337.730011,336.200012,337.600006,335.626434,64582200
2020-02-18,336.510010,337.670013,335.209991,336.730011,334.761505,57226200
2020-02-19,337.790009,339.079987,337.480011,338.339996,336.362091,48814700
2020-02-20,337.739990,338.640015,333.679993,336.950012,334.980225,74163400
2020-02-21,335.470001,335.809998,332.579987,333.480011,331.530518,113788200
2020-02-24,323.140015,333.559998,321.239990,322.420013,320.535187,161088400
2020-02-25,323.940002,324.609985,311.690002,312.649994,310.822266,218913200
2020-02-26,314.179993,318.109985,310.700012,311.500000,309.678986,194773800
2020-02-27,305.459991,311.559998,297.510010,297.510010,295.770782,284353500
2020-02-28,288.700012,297.890015,285.540009,296.260010,294.528107,385764000
2020-03-02,298.209991,309.160004,294.459991,309.089996,307.283081,238703600
2020-03-03,309.500000,313.839996,297.570007,300.239990,298.484802,300139100
2020-03-04,306.119995,313.100006,303.329987,312.859985,311.031036,176613400
2020-03-05,304.980011,308.470001,300.010010,302.459991,300.691833,186366800
2020-03-06,293.149994,298.779999,290.230011,297.459991,295.721069,228667200
2020-03-09,275.299988,284.190002,273.450012,274.230011,272.626892,309417300
2020-03-10,284.640015,288.519989,273.500000,288.420013,286.733948,276444100
2020-03-11,280.700012,281.940002,270.880005,274.359985,272.756104,255316300
2020-03-12,256.000000,266.660004,247.679993,248.110001,246.659576,392220700
2020-03-13,263.089996,271.480011,248.520004,269.320007,267.745575,329566100
2020-03-16,241.179993,256.899994,237.360001,239.850006,238.447861,297240000
2020-03-17,245.039993,256.170013,237.070007,252.800003,251.322159,262070500
2020-03-18,236.250000,248.369995,228.020004,240.000000,238.596985,327597100
2020-03-19,239.250000,247.380005,232.220001,240.509995,239.103989,289322000
2020-03-20,242.529999,244.470001,228.500000,228.800003,228.800003,347158800
2020-03-23,228.190002,229.679993,218.259995,222.949997,222.949997,326025200
2020-03-24,234.419998,244.100006,233.800003,243.149994,243.149994,235494500
2020-03-25,244.869995,256.350006,239.750000,246.789993,246.789993,299430300
2020-03-26,249.520004,262.799988,249.050003,261.200012,261.200012,257632800
2020-03-27,253.270004,260.809998,251.050003,253.419998,253.419998,224341200
2020-03-30,255.699997,262.429993,253.529999,261.649994,261.649994,171369500
2020-03-31,260.559998,263.329987,256.220001,257.750000,257.750000,194881100
2020-04-01,247.979996,257.660004,243.899994,246.149994,246.149994,189554600
2020-04-02,245.190002,252.679993,244.589996,251.830002,251.830002,177660400
2020-04-03,250.759995,253.320007,245.220001,248.190002,248.190002,135561200
2020-04-06,257.839996,267.000000,248.169998,264.859985,264.859985,188061200
2020-04-07,274.209991,275.029999,264.890015,265.130005,265.130005,201427200
2020-04-08,267.959991,276.000000,265.250000,274.029999,274.029999,153774500
2020-04-09,277.579987,281.200012,275.470001,278.200012,278.200012,190282700
2020-04-13,277.140015,277.510010,271.410004,275.660004,275.660004,114839100
2020-04-14,280.980011,284.899994,275.510010,283.790009,283.790009,134143400
2020-04-15,277.570007,283.940002,275.459991,277.760010,277.760010,121775000
2020-04-16,279.149994,280.029999,275.760010,279.100006,279.100006,131798300
2020-04-17,285.380005,287.299988,282.399994,286.640015,286.640015,146684800
2020-04-20,282.609985,286.790009,281.350006,281.589996,281.589996,100109300
2020-04-21,276.730011,278.040009,272.019989,273.040009,273.040009,126385700
2020-04-22,278.350006,281.000000,276.910004,279.100006,279.100006,93524600
2020-04-23,280.489990,283.940002,278.750000,279.079987,279.079987,104709700
2020-04-24,280.730011,283.700012,278.500000,282.970001,282.970001,85166000
2020-04-27,285.119995,288.269989,284.619995,287.049988,287.049988,77896600
2020-04-28,291.019989,291.399994,285.399994,285.730011,285.730011,105270000
2020-04-29,291.529999,294.880005,290.410004,293.209991,293.209991,118745600
2020-04-30,291.709991,293.320007,288.589996,290.480011,290.480011,122901700
2020-05-01,285.309998,290.660004,281.519989,282.790009,282.790009,125180000
2020-05-04,280.739990,283.899994,279.130005,283.570007,283.570007,80873200
2020-05-05,286.640015,289.250000,283.709991,286.190002,286.190002,79569900
2020-05-06,288.040009,288.459991,283.779999,284.250000,284.250000,73632600
2020-05-07,287.750000,289.779999,287.130005,287.679993,287.679993,75250400
2020-05-08,291.089996,292.950012,289.859985,292.440002,292.440002,76622100
2020-05-11,290.339996,294.000000,289.880005,292.500000,292.500000,79030200
2020-05-12,293.790009,294.239990,286.519989,286.670013,286.670013,95870800
2020-05-13,286.059998,287.190002,278.959991,281.600006,281.600006,144721100
2020-05-14,278.950012,285.109985,272.989990,284.970001,284.970001,121977900
2020-05-15,282.369995,286.329987,281.339996,286.279999,286.279999,111146300
2020-05-18,293.049988,296.750000,292.700012,295.000000,295.000000,120320200
2020-05-19,294.350006,296.209991,291.950012,291.970001,291.970001,95189300
2020-05-20,295.820007,297.869995,295.570007,296.929993,296.929993,85861700
2020-05-21,296.790009,297.670013,293.690002,294.880005,294.880005,77964800
